Rk,Team,Date,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Match Report
260,Villarreal,2000-12-09,@,Las Palmas,es La Liga,W 5-1,5,1,4,,5,0,,,Match Report
261,Las Palmas,2000-12-09,,Villarreal,es La Liga,L 1-5,1,5,-4,,1,0,,,Match Report
262,Zaragoza,2000-12-09,@,Numancia,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
263,Real Sociedad,2000-12-09,@,Valencia,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
264,Numancia,2000-12-09,,Zaragoza,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
265,Celta Vigo,2000-12-10,@,Real Madrid,es La Liga,L 0-3,0,3,-3,,0,0,,,Match Report
266,Athletic Club,2000-12-10,,Oviedo,es La Liga,W 4-0,4,0,4,,4,0,,,Match Report
267,Mallorca,2000-12-10,,Osasuna,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
268,Barcelona,2000-12-10,,Espanyol,es La Liga,W 4-2,4,2,2,,3,1,,,Match Report
269,Málaga,2000-12-10,,Valladolid,es La Liga,W 3-1,3,1,2,,3,0,,,Match Report
270,Valladolid,2000-12-10,@,Málaga,es La Liga,L 1-3,1,3,-2,,1,0,,,Match Report
271,Espanyol,2000-12-10,@,Barcelona,es La Liga,L 2-4,2,4,-2,,2,0,,,Match Report
272,La Coruña,2000-12-10,,Rayo Vallecano,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
273,Rayo Vallecano,2000-12-10,@,La Coruña,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
274,Alavés,2000-12-10,@,Racing Sant,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
275,Real Madrid,2000-12-10,,Celta Vigo,es La Liga,W 3-0,3,0,3,,3,0,,,Match Report
276,Racing Sant,2000-12-10,,Alavés,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
277,Osasuna,2000-12-10,@,Mallorca,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
278,Oviedo,2000-12-10,@,Athletic Club,es La Liga,L 0-4,0,4,-4,,0,0,,,Match Report
279,Zaragoza,2000-12-16,,Las Palmas,es La Liga,W 3-1,3,1,2,,3,0,,,Match Report
280,Villarreal,2000-12-16,@,Real Sociedad,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
281,Real Madrid,2000-12-16,@,Espanyol,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
282,Rayo Vallecano,2000-12-16,,Barcelona,es La Liga,D 2-2,2,2,0,,1,1,,,Match Report
283,Espanyol,2000-12-16,,Real Madrid,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
284,Barcelona,2000-12-16,@,Rayo Vallecano,es La Liga,D 2-2,2,2,0,,2,0,,,Match Report
285,Alavés,2000-12-16,,La Coruña,es La Liga,W 3-1,3,1,2,,2,1,,,Match Report
286,Real Sociedad,2000-12-16,,Villarreal,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
287,La Coruña,2000-12-16,@,Alavés,es La Liga,L 1-3,1,3,-2,,1,0,,,Match Report
288,Las Palmas,2000-12-16,@,Zaragoza,es La Liga,L 1-3,1,3,-2,,0,1,,,Match Report
289,Racing Sant,2000-12-17,@,Oviedo,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
290,Numancia,2000-12-17,@,Osasuna,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
291,Athletic Club,2000-12-17,@,Valladolid,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
292,Valencia,2000-12-17,,Málaga,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
293,Mallorca,2000-12-17,@,Celta Vigo,es La Liga,D 2-2,2,2,0,,2,0,,,Match Report
294,Málaga,2000-12-17,@,Valencia,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
295,Oviedo,2000-12-17,,Racing Sant,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
296,Celta Vigo,2000-12-17,,Mallorca,es La Liga,D 2-2,2,2,0,,2,0,,,Match Report
297,Valladolid,2000-12-17,,Athletic Club,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
298,Osasuna,2000-12-17,,Numancia,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
299,Real Madrid,2000-12-19,,Rayo Vallecano,es La Liga,W 3-1,3,1,2,,3,0,,,Match Report
300,Rayo Vallecano,2000-12-19,@,Real Madrid,es La Liga,L 1-3,1,3,-2,,1,0,,,Match Report
301,La Coruña,2000-12-20,,Oviedo,es La Liga,W 3-0,3,0,3,,3,0,,,Match Report
302,Osasuna,2000-12-20,@,Las Palmas,es La Liga,L 2-3,2,3,-1,,1,1,,,Match Report
303,Las Palmas,2000-12-20,,Osasuna,es La Liga,W 3-2,3,2,1,,3,0,,,Match Report
304,Málaga,2000-12-20,,Real Sociedad,es La Liga,W 3-0,3,0,3,,2,1,,,Match Report
305,Racing Sant,2000-12-20,,Valladolid,es La Liga,D 2-2,2,2,0,,2,0,,,Match Report
306,Real Sociedad,2000-12-20,@,Málaga,es La Liga,L 0-3,0,3,-3,,0,0,,,Match Report
307,Mallorca,2000-12-20,,Espanyol,es La Liga,W 3-2,3,2,1,,3,0,,,Match Report
308,Athletic Club,2000-12-20,,Valencia,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
309,Alavés,2000-12-20,@,Barcelona,es La Liga,L 2-3,2,3,-1,,1,1,,,Match Report
310,Valladolid,2000-12-20,@,Racing Sant,es La Liga,D 2-2,2,2,0,,1,1,,,Match Report
311,Oviedo,2000-12-20,@,La Coruña,es La Liga,L 0-3,0,3,-3,,0,0,,,Match Report
312,Zaragoza,2000-12-20,@,Villarreal,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
313,Espanyol,2000-12-20,@,Mallorca,es La Liga,L 2-3,2,3,-1,,2,0,,,Match Report
314,Barcelona,2000-12-20,,Alavés,es La Liga,W 3-2,3,2,1,,3,0,,,Match Report
315,Numancia,2000-12-20,,Celta Vigo,es La Liga,W 4-2,4,2,2,,2,1,,,Match Report
316,Valencia,2000-12-20,@,Athletic Club,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
317,Celta Vigo,2000-12-20,@,Numancia,es La Liga,L 2-4,2,4,-2,,2,0,,,Match Report
318,Villarreal,2000-12-20,,Zaragoza,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
319,Athletic Club,2001-01-06,@,Málaga,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
320,Málaga,2001-01-06,,Athletic Club,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
321,Barcelona,2001-01-07,@,Oviedo,es La Liga,W 3-2,3,2,1,,3,0,,,Match Report
322,Celta Vigo,2001-01-07,,Las Palmas,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
323,Villarreal,2001-01-07,@,Osasuna,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
324,La Coruña,2001-01-07,@,Valladolid,es La Liga,L 1-3,1,3,-2,,1,0,,,Match Report
325,Numancia,2001-01-07,@,Espanyol,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
326,Zaragoza,2001-01-07,@,Real Sociedad,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
327,Oviedo,2001-01-07,,Barcelona,es La Liga,L 2-3,2,3,-1,,2,0,,,Match Report
328,Valladolid,2001-01-07,,La Coruña,es La Liga,W 3-1,3,1,2,,3,0,,,Match Report
329,Mallorca,2001-01-07,@,Rayo Vallecano,es La Liga,D 2-2,2,2,0,,2,0,,,Match Report
330,Osasuna,2001-01-07,,Villarreal,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
331,Valencia,2001-01-07,,Racing Sant,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
332,Rayo Vallecano,2001-01-07,,Mallorca,es La Liga,D 2-2,2,2,0,,2,0,,,Match Report
333,Alavés,2001-01-07,,Real Madrid,es La Liga,L 1-3,1,3,-2,,1,0,,,Match Report
334,Real Madrid,2001-01-07,@,Alavés,es La Liga,W 3-1,3,1,2,,2,0,,,Match Report
335,Las Palmas,2001-01-07,@,Celta Vigo,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
336,Racing Sant,2001-01-07,@,Valencia,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
337,Espanyol,2001-01-07,,Numancia,es La Liga,W 2-0,2,0,2,,1,0,,,Match Report
338,Real Sociedad,2001-01-07,,Zaragoza,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
339,Barcelona,2001-01-13,,Valladolid,es La Liga,W 3-1,3,1,2,,3,0,,,Match Report
340,La Coruña,2001-01-13,,Valencia,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
341,Valladolid,2001-01-13,@,Barcelona,es La Liga,L 1-3,1,3,-2,,1,0,,,Match Report
342,Valencia,2001-01-13,@,La Coruña,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
343,Espanyol,2001-01-14,@,Las Palmas,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
344,Real Madrid,2001-01-14,,Oviedo,es La Liga,W 4-0,4,0,4,,4,0,,,Match Report
345,Zaragoza,2001-01-14,,Osasuna,es La Liga,W 4-2,4,2,2,,3,1,,,Match Report
346,Oviedo,2001-01-14,@,Real Madrid,es La Liga,L 0-4,0,4,-4,,0,0,,,Match Report
347,Athletic Club,2001-01-14,@,Real Sociedad,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
348,Las Palmas,2001-01-14,,Espanyol,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
349,Racing Sant,2001-01-14,,Málaga,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
350,Numancia,2001-01-14,,Rayo Vallecano,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
351,Villarreal,2001-01-14,,Celta Vigo,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
352,Málaga,2001-01-14,@,Racing Sant,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
353,Celta Vigo,2001-01-14,@,Villarreal,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
354,Alavés,2001-01-14,@,Mallorca,es La Liga,L 3-4,3,4,-1,,3,0,,,Match Report
355,Mallorca,2001-01-14,,Alavés,es La Liga,W 4-3,4,3,1,,4,0,,,Match Report
356,Real Sociedad,2001-01-14,,Athletic Club,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
357,Osasuna,2001-01-14,@,Zaragoza,es La Liga,L 2-4,2,4,-2,,2,0,,,Match Report
358,Rayo Vallecano,2001-01-14,@,Numancia,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
359,Valencia,2001-01-20,,Barcelona,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
360,Barcelona,2001-01-20,@,Valencia,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
361,Mallorca,2001-01-21,@,Oviedo,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
362,Rayo Vallecano,2001-01-21,,Las Palmas,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
363,Valladolid,2001-01-21,,Real Madrid,es La Liga,D 2-2,2,2,0,,1,1,,,Match Report
364,Real Sociedad,2001-01-21,@,Osasuna,es La Liga,D 1-1,1,1,0,,0,1,,,Match Report
365,Osasuna,2001-01-21,,Real Sociedad,es La Liga,D 1-1,1,1,0,,0,0,,,Match Report
366,Zaragoza,2001-01-21,@,Celta Vigo,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
367,Villarreal,2001-01-21,@,Espanyol,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
368,Real Madrid,2001-01-21,@,Valladolid,es La Liga,D 2-2,2,2,0,,2,0,,,Match Report
369,La Coruña,2001-01-21,@,Málaga,es La Liga,W 3-1,3,1,2,,3,0,,,Match Report
370,Las Palmas,2001-01-21,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
371,Málaga,2001-01-21,,La Coruña,es La Liga,L 1-3,1,3,-2,,1,0,,,Match Report
372,Espanyol,2001-01-21,,Villarreal,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
373,Numancia,2001-01-21,@,Alavés,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
374,Oviedo,2001-01-21,,Mallorca,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
375,Racing Sant,2001-01-21,@,Athletic Club,es La Liga,L 1-3,1,3,-2,,1,0,,,Match Report
376,Athletic Club,2001-01-21,,Racing Sant,es La Liga,W 3-1,3,1,2,,3,0,,,Match Report
377,Alavés,2001-01-21,,Numancia,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
378,Celta Vigo,2001-01-21,,Zaragoza,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
379,Zaragoza,2001-01-24,@,Real Madrid,es La Liga,L 0-3,0,3,-3,,0,0,,,Match Report
380,Real Madrid,2001-01-24,,Zaragoza,es La Liga,W 3-0,3,0,3,,3,0,,,Match Report
381,Barcelona,2001-01-27,@,Málaga,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
382,Málaga,2001-01-27,,Barcelona,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
383,Zaragoza,2001-01-27,@,Espanyol,es La Liga,L 0-5,0,5,-5,,0,0,,,Match Report
384,Athletic Club,2001-01-27,,La Coruña,es La Liga,D 2-2,2,2,0,,1,1,,,Match Report
385,La Coruña,2001-01-27,@,Athletic Club,es La Liga,D 2-2,2,2,0,,2,0,,,Match Report
386,Espanyol,2001-01-27,,Zaragoza,es La Liga,W 5-0,5,0,5,,5,0,,,Match Report
387,Osasuna,2001-01-28,@,Celta Vigo,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
388,Numancia,2001-01-28,@,Oviedo,es La Liga,L 0-3,0,3,-3,,0,0,,,Match Report
389,Real Madrid,2001-01-28,@,Valencia,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
390,Villarreal,2001-01-28,@,Rayo Vallecano,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
391,Las Palmas,2001-01-28,@,Alavés,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
392,Alavés,2001-01-28,,Las Palmas,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
393,Mallorca,2001-01-28,@,Valladolid,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
394,Oviedo,2001-01-28,,Numancia,es La Liga,W 3-0,3,0,3,,3,0,,,Match Report
395,Real Sociedad,2001-01-28,@,Racing Sant,es La Liga,W 4-1,4,1,3,,4,0,,,Match Report
396,Rayo Vallecano,2001-01-28,,Villarreal,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
397,Racing Sant,2001-01-28,,Real Sociedad,es La Liga,L 1-4,1,4,-3,,1,0,,,Match Report
398,Celta Vigo,2001-01-28,,Osasuna,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
399,Valladolid,2001-01-28,,Mallorca,es La Liga,W 2-0,2,0,2,,1,1,,,Match Report
400,Valencia,2001-01-28,,Real Madrid,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
401,Athletic Club,2001-02-03,@,Barcelona,es La Liga,L 0-7,0,7,-7,,0,0,,,Match Report
402,Barcelona,2001-02-03,,Athletic Club,es La Liga,W 7-0,7,0,7,,7,0,,,Match Report
403,Oviedo,2001-02-04,@,Las Palmas,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
404,Espanyol,2001-02-04,@,Osasuna,es La Liga,W 3-1,3,1,2,,2,0,,,Match Report
405,Numancia,2001-02-04,,Valladolid,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
406,Real Madrid,2001-02-04,,Málaga,es La Liga,W 4-3,4,3,1,,4,0,,,Match Report
407,Celta Vigo,2001-02-04,@,Real Sociedad,es La Liga,D 2-2,2,2,0,,1,0,,,Match Report
408,Málaga,2001-02-04,@,Real Madrid,es La Liga,L 3-4,3,4,-1,,3,0,,,Match Report
409,Racing Sant,2001-02-04,@,La Coruña,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
410,La Coruña,2001-02-04,,Racing Sant,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
411,Alavés,2001-02-04,@,Villarreal,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
412,Valencia,2001-02-04,@,Mallorca,es La Liga,D 2-2,2,2,0,,2,0,,,Match Report
413,Valladolid,2001-02-04,@,Numancia,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
414,Rayo Vallecano,2001-02-04,@,Zaragoza,es La Liga,L 1-6,1,6,-5,,0,1,,,Match Report
415,Villarreal,2001-02-04,,Alavés,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
416,Zaragoza,2001-02-04,,Rayo Vallecano,es La Liga,W 6-1,6,1,5,,6,0,,,Match Report
417,Osasuna,2001-02-04,,Espanyol,es La Liga,L 1-3,1,3,-2,,1,0,,,Match Report
418,Real Sociedad,2001-02-04,,Celta Vigo,es La Liga,D 2-2,2,2,0,,1,1,,,Match Report
419,Mallorca,2001-02-04,,Valencia,es La Liga,D 2-2,2,2,0,,2,0,,,Match Report
420,Las Palmas,2001-02-04,,Oviedo,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
421,La Coruña,2001-02-10,,Real Sociedad,es La Liga,W 4-1,4,1,3,,4,0,,,Match Report
422,Athletic Club,2001-02-10,,Real Madrid,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
423,Rayo Vallecano,2001-02-10,,Osasuna,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
424,Real Sociedad,2001-02-10,@,La Coruña,es La Liga,L 1-4,1,4,-3,,1,0,,,Match Report
425,Real Madrid,2001-02-10,@,Athletic Club,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
426,Valencia,2001-02-10,,Numancia,es La Liga,W 3-0,3,0,3,,2,1,,,Match Report
427,Numancia,2001-02-10,@,Valencia,es La Liga,L 0-3,0,3,-3,,0,0,,,Match Report
428,Espanyol,2001-02-10,,Celta Vigo,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
429,Osasuna,2001-02-10,@,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
430,Celta Vigo,2001-02-10,@,Espanyol,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
431,Valladolid,2001-02-11,,Las Palmas,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
432,Las Palmas,2001-02-11,@,Valladolid,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
433,Mallorca,2001-02-11,@,Málaga,es La Liga,W 1-0,1,0,1,,0,0,,,Match Report
434,Racing Sant,2001-02-11,,Barcelona,es La Liga,W 4-0,4,0,4,,4,0,,,Match Report
435,Oviedo,2001-02-11,,Villarreal,es La Liga,L 1-3,1,3,-2,,0,1,,,Match Report
436,Málaga,2001-02-11,,Mallorca,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
437,Barcelona,2001-02-11,@,Racing Sant,es La Liga,L 0-4,0,4,-4,,0,0,,,Match Report
438,Alavés,2001-02-11,,Zaragoza,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
439,Zaragoza,2001-02-11,@,Alavés,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
440,Villarreal,2001-02-11,@,Oviedo,es La Liga,W 3-1,3,1,2,,3,0,,,Match Report
441,Valencia,2001-02-17,@,Las Palmas,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
442,La Coruña,2001-02-17,@,Barcelona,es La Liga,W 3-2,3,2,1,,3,0,,,Match Report
443,Barcelona,2001-02-17,,La Coruña,es La Liga,L 2-3,2,3,-1,,1,1,,,Match Report
444,Racing Sant,2001-02-17,@,Real Madrid,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
445,Real Madrid,2001-02-17,,Racing Sant,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
446,Las Palmas,2001-02-17,,Valencia,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
447,Espanyol,2001-02-18,@,Real Sociedad,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
448,Alavés,2001-02-18,@,Osasuna,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
449,Villarreal,2001-02-18,,Valladolid,es La Liga,W 2-1,2,1,1,,1,1,,,Match Report
450,Numancia,2001-02-18,,Málaga,es La Liga,W 3-2,3,2,1,,1,2,,,Match Report
451,Rayo Vallecano,2001-02-18,@,Celta Vigo,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
452,Valladolid,2001-02-18,@,Villarreal,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
453,Athletic Club,2001-02-18,@,Mallorca,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
454,Mallorca,2001-02-18,,Athletic Club,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
455,Málaga,2001-02-18,@,Numancia,es La Liga,L 2-3,2,3,-1,,1,1,,,Match Report
456,Oviedo,2001-02-18,@,Zaragoza,es La Liga,L 2-5,2,5,-3,,2,0,,,Match Report
457,Osasuna,2001-02-18,,Alavés,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
458,Celta Vigo,2001-02-18,,Rayo Vallecano,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
459,Real Sociedad,2001-02-18,,Espanyol,es La Liga,W 2-1,2,1,1,,0,1,,,Match Report
460,Zaragoza,2001-02-18,,Oviedo,es La Liga,W 5-2,5,2,3,,4,1,,,Match Report
461,Real Madrid,2001-02-24,@,La Coruña,es La Liga,D 2-2,2,2,0,,0,1,,,Match Report
462,La Coruña,2001-02-24,,Real Madrid,es La Liga,D 2-2,2,2,0,,1,1,,,Match Report
463,Málaga,2001-02-25,,Las Palmas,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
464,Oviedo,2001-02-25,,Osasuna,es La Liga,L 2-3,2,3,-1,,1,1,,,Match Report
465,Barcelona,2001-02-25,,Real Sociedad,es La Liga,W 3-0,3,0,3,,3,0,,,Match Report
466,Zaragoza,2001-02-25,@,Valladolid,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
467,Las Palmas,2001-02-25,@,Málaga,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
468,Real Sociedad,2001-02-25,@,Barcelona,es La Liga,L 0-3,0,3,-3,,0,0,,,Match Report
469,Valencia,2001-02-25,,Villarreal,es La Liga,W 3-1,3,1,2,,3,0,,,Match Report
470,Racing Sant,2001-02-25,,Mallorca,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
471,Numancia,2001-02-25,@,Athletic Club,es La Liga,L 1-3,1,3,-2,,1,0,,,Match Report
472,Mallorca,2001-02-25,@,Racing Sant,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
473,Athletic Club,2001-02-25,,Numancia,es La Liga,W 3-1,3,1,2,,3,0,,,Match Report
474,Valladolid,2001-02-25,,Zaragoza,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
475,Villarreal,2001-02-25,@,Valencia,es La Liga,L 1-3,1,3,-2,,1,0,,,Match Report
476,Celta Vigo,2001-02-25,@,Alavés,es La Liga,D 2-2,2,2,0,,2,0,,,Match Report
477,Espanyol,2001-02-25,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
478,Alavés,2001-02-25,,Celta Vigo,es La Liga,D 2-2,2,2,0,,1,0,,,Match Report
479,Rayo Vallecano,2001-02-25,,Espanyol,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
480,Osasuna,2001-02-25,@,Oviedo,es La Liga,W 3-2,3,2,1,,2,1,,,Match Report
481,Rayo Vallecano,2001-03-03,@,Real Sociedad,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
482,Real Madrid,2001-03-03,,Barcelona,es La Liga,D 2-2,2,2,0,,2,0,,,Match Report
483,Mallorca,2001-03-03,,La Coruña,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
484,Barcelona,2001-03-03,@,Real Madrid,es La Liga,D 2-2,2,2,0,,2,0,,,Match Report
485,La Coruña,2001-03-03,@,Mallorca,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
486,Valencia,2001-03-03,@,Zaragoza,es La Liga,D 1-1,1,1,0,,0,1,,,Match Report
487,Zaragoza,2001-03-03,,Valencia,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
488,Real Sociedad,2001-03-03,,Rayo Vallecano,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
489,Athletic Club,2001-03-04,@,Las Palmas,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
490,Valladolid,2001-03-04,@,Osasuna,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
491,Osasuna,2001-03-04,,Valladolid,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
492,Villarreal,2001-03-04,,Málaga,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
493,Numancia,2001-03-04,,Racing Sant,es La Liga,W 1-0,1,0,1,,0,0,,,Match Report
494,Málaga,2001-03-04,@,Villarreal,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
495,Las Palmas,2001-03-04,,Athletic Club,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
496,Racing Sant,2001-03-04,@,Numancia,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
497,Espanyol,2001-03-04,,Alavés,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
498,Oviedo,2001-03-04,@,Celta Vigo,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
499,Alavés,2001-03-04,@,Espanyol,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
500,Celta Vigo,2001-03-04,,Oviedo,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
501,Valencia,2001-03-10,,Osasuna,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
502,Numancia,2001-03-10,@,La Coruña,es La Liga,L 1-4,1,4,-3,,1,0,,,Match Report
503,Athletic Club,2001-03-10,,Villarreal,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
504,Villarreal,2001-03-10,@,Athletic Club,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
505,La Coruña,2001-03-10,,Numancia,es La Liga,W 4-1,4,1,3,,4,0,,,Match Report
506,Osasuna,2001-03-10,@,Valencia,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
507,Racing Sant,2001-03-11,,Las Palmas,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
508,Celta Vigo,2001-03-11,@,Valladolid,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
509,Real Sociedad,2001-03-11,@,Real Madrid,es La Liga,L 0-4,0,4,-4,,0,0,,,Match Report
510,Real Madrid,2001-03-11,,Real Sociedad,es La Liga,W 4-0,4,0,4,,4,0,,,Match Report
511,Zaragoza,2001-03-11,@,Málaga,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
512,Mallorca,2001-03-11,@,Barcelona,es La Liga,D 1-1,1,1,0,,0,0,,,Match Report
513,Las Palmas,2001-03-11,@,Racing Sant,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
514,Valladolid,2001-03-11,,Celta Vigo,es La Liga,L 1-2,1,2,-1,,0,1,,,Match Report
515,Barcelona,2001-03-11,,Mallorca,es La Liga,D 1-1,1,1,0,,0,1,,,Match Report
516,Málaga,2001-03-11,,Zaragoza,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
517,Rayo Vallecano,2001-03-11,@,Alavés,es La Liga,L 2-4,2,4,-2,,2,0,,,Match Report
518,Alavés,2001-03-11,,Rayo Vallecano,es La Liga,W 4-2,4,2,2,,4,0,,,Match Report
