Temporada,Jornada,Posicion_Local,Puntos_Acumulados_Local,Local,Goles_Acumulados_Local,Visitante,Goles_Acumulados_Visitantes,Puntos_Acumulados_Visitantes,Posicion_Visitante,Resultado,Ratio_Jornada_Local,Ratio_Jornada_Visitante,Estado_Tabla_Local,Estado_Tabla_Visitante,Racha_Local,Racha_Visitante,Racha_Puntos_Local,Racha_Puntos_Visitante,Media_Goles,Media_Goles_Local,Media_Goles_Visitante,Ranking_Local,Ranking_Visitante,Goles_Encajados_Local_Acumulados,Goles_Encajados_Visitante_Acumulados,Goles_Marcados_Local_Acumulados,Goles_Marcados_Visitante_Acumulados,Diferencia_Posicion,Rendimiento_Casa_Local,Rendimiento_Fuera_Visitante,Forma_Reciente_Local,Forma_Reciente_Visitante,Porterias_Cero_Local_Acum,Porterias_Cero_Visitante_Acum,Diferencia_Puntos_Local,Diferencia_Puntos_Visitante,Ratio_Goles_por_partido_Visitante,Ratio_Goles_por_partido_Local,Rendimiento_Ranking_Visitante,Rendimiento_Ranking_Local,Diferencia_Ranking,Local_Es_Favorito,Visitante_Es_Favorito,Ranking_Local_Cuadrado,Ranking_Visitante_Cuadrado,Rendimiento_Vistante,Rendimiento_Local,Local_Es_Ofensivo,Visitante_Es_Ofensivo,Local_Es_Defensivo,Visitante_Es_Defensivo
2006,17,15,17.0,24,17.0,3,18.0,15.0,18,2,1.0,0.8823529411764706,3,4,33,37,3,2,2.8333333333333335,1.6666666666666667,1.3333333333333333,163,271,10,12,6,10,-3,0.13821138211382114,0.12195121951219512,1.3333333333333333,2.3333333333333335,59,44,2.0,-2.0,1.0588235294117647,1.0,239.11764705882354,163.0,-108,1,0,26569,73441,0.058823529411764705,0.06666666666666667,0,1,1,0
2006,17,9,22.0,39,17.0,37,33.0,27.0,6,2,1.2941176470588236,1.588235294117647,1,2,27,37,0,2,2.75,1.3333333333333333,1.0,269,281,10,11,11,6,3,0.17886178861788618,0.21951219512195122,2.3333333333333335,3.0,59,45,-5.0,5.0,1.9411764705882353,1.0,446.2941176470588,348.11764705882354,-12,1,0,72361,78961,0.3235294117647059,0.1111111111111111,0,1,1,0
2006,17,12,22.0,13,11.0,5,35.0,34.0,2,0,1.2941176470588236,2.0,1,0,15,15,2,5,3.25,1.0,2.5,160,267,2,8,6,15,10,0.46808510638297873,0.2786885245901639,1.0,5.0,59,45,-12.0,12.0,2.0588235294117645,0.6470588235294118,534.0,207.05882352941177,-107,1,0,25600,71289,1.0294117647058822,0.05392156862745098,1,0,1,0
2006,17,10,22.0,12,15.0,33,26.0,25.0,7,2,1.2941176470588236,1.4705882352941178,1,2,27,37,0,2,1.0,2.0,0.0,190,20,9,16,10,15,3,0.17886178861788618,0.8928571428571429,4.333333333333333,2.0,59,46,-3.0,3.0,1.5294117647058822,0.8823529411764706,29.411764705882355,245.8823529411765,170,0,1,36100,400,0.21848739495798317,0.08823529411764705,0,1,1,0
2006,17,10,22.0,12,15.0,5,35.0,34.0,2,1,1.2941176470588236,2.0,1,0,30,21,2,5,2.4166666666666665,0.6666666666666666,1.3333333333333333,190,267,10,9,10,16,8,0.1774193548387097,0.2764227642276423,3.0,3.6666666666666665,59,46,-12.0,12.0,2.0588235294117645,0.8823529411764706,534.0,245.8823529411765,-77,1,0,36100,71289,1.0294117647058822,0.08823529411764705,1,0,0,1
2006,18,5,30.0,37,34.0,22,16.0,18.0,15,1,1.6666666666666667,1.0,2,3,35,20,0,3,1.5,2.0,1.0,281,129,4,13,17,7,-10,0.24390243902439024,0.6428571428571429,4.0,2.0,60,46,12.0,-12.0,0.8888888888888888,1.8888888888888888,129.0,468.33333333333337,152,0,1,78961,16641,0.059259259259259255,0.37777777777777777,0,1,1,0
2006,18,12,21.0,28,18.0,32,12.0,13.0,19,1,1.1666666666666667,0.7222222222222222,1,4,29,18,0,2,2.7,1.0,2.4,80,237,11,9,8,2,-7,0.20192307692307693,0.10569105691056911,3.3333333333333335,3.0,61,46,8.0,-8.0,0.6666666666666666,1.0,171.16666666666666,93.33333333333334,-157,1,0,6400,56169,0.03508771929824561,0.08333333333333333,1,0,0,1
2006,18,10,23.0,26,22.0,6,17.0,16.0,18,1,1.2777777777777777,0.8888888888888888,1,4,26,13,1,5,2.5,1.6,1.4,191,184,10,13,13,8,-8,0.18699186991869918,0.15384615384615385,5.0,3.0,61,46,7.0,-7.0,0.9444444444444444,1.2222222222222223,163.55555555555554,244.05555555555554,7,0,1,36481,33856,0.05246913580246913,0.12222222222222223,0,1,1,0
2006,18,13,21.0,8,20.0,4,22.0,29.0,6,2,1.1666666666666667,1.6111111111111112,1,2,13,24,2,4,2.6666666666666665,1.3333333333333333,1.0,135,251,13,4,9,11,7,0.20192307692307693,0.3411764705882353,1.6666666666666667,4.0,61,46,-8.0,8.0,1.2222222222222223,1.1111111111111112,404.3888888888889,157.5,-116,1,0,18225,63001,0.20370370370370372,0.08547008547008547,0,1,0,1
2006,18,20,9.0,14,15.0,13,13.0,23.0,9,2,0.5,1.2777777777777777,4,1,36,32,2,3,0.0,0.0,0.0,1,160,15,9,10,5,11,1.0,0.48936170212765956,1.3333333333333333,1.3333333333333333,61,46,-14.0,14.0,0.7222222222222222,0.8333333333333334,204.44444444444443,0.5,-159,1,0,1,25600,0.08024691358024691,0.04166666666666667,0,0,0,1
2006,18,3,32.0,30,26.0,41,30.0,30.0,4,1,1.7777777777777777,1.6666666666666667,0,0,27,15,0,5,2.8,2.2,0.6,357,85,8,11,11,12,-1,0.2601626016260163,0.28846153846153844,4.0,2.6666666666666665,62,46,2.0,-2.0,1.6666666666666667,1.4444444444444444,141.66666666666669,634.6666666666666,272,0,1,127449,7225,0.4166666666666667,0.48148148148148145,0,1,1,0
2006,18,1,37.0,34,36.0,24,18.0,17.0,17,2,2.0555555555555554,0.9444444444444444,0,3,26,29,1,2,2.7,2.0,0.8,304,163,4,12,21,7,-16,0.3557692307692308,0.13821138211382114,5.0,1.3333333333333333,62,46,20.0,-20.0,1.0,2.0,153.94444444444443,624.8888888888888,141,0,1,92416,26569,0.058823529411764705,2.0,0,1,1,0
2006,18,16,18.0,3,21.0,39,17.0,22.0,8,2,1.0,1.2222222222222223,3,2,34,32,5,3,2.3333333333333335,1.0,0.6666666666666666,271,269,14,13,8,6,8,0.14634146341463414,0.17886178861788618,3.3333333333333335,1.3333333333333333,62,47,-4.0,4.0,0.9444444444444444,1.1666666666666667,328.7777777777778,271.0,2,0,1,73441,72361,0.11805555555555555,0.07291666666666667,0,1,0,1
2006,18,7,28.0,33,28.0,19,13.0,20.0,14,0,1.5555555555555556,1.1111111111111112,2,3,27,38,0,3,3.5,1.0,1.0,20,169,8,17,11,2,-7,1.0,0.16260162601626016,4.0,1.3333333333333333,62,47,8.0,-8.0,0.7222222222222222,1.5555555555555556,187.7777777777778,31.11111111111111,-149,1,0,400,28561,0.051587301587301584,0.22222222222222224,0,0,1,0
2006,18,8,22.0,39,17.0,34,36.0,37.0,1,0,1.2222222222222223,2.0555555555555554,2,0,30,35,2,2,2.3,1.0,1.2,269,304,11,13,11,15,7,0.1774193548387097,0.3523809523809524,1.3333333333333333,3.0,63,48,-15.0,15.0,2.0,0.9444444444444444,624.8888888888888,328.7777777777778,-35,1,0,72361,92416,2.0,0.11805555555555555,1,0,1,0
2006,19,5,32.0,4,25.0,26,27.0,26.0,8,1,1.6842105263157894,1.368421052631579,2,2,34,26,5,0,1.875,1.0,1.25,251,191,8,12,10,9,-3,0.37209302325581395,0.20967741935483872,2.6666666666666665,5.0,64,48,6.0,-6.0,1.4210526315789473,1.3157894736842106,261.36842105263156,422.7368421052631,60,0,1,63001,36481,0.17763157894736842,0.26315789473684215,1,0,1,0
2006,19,15,18.0,22,16.0,3,21.0,18.0,16,0,0.9473684210526315,0.9473684210526315,3,3,14,34,5,0,2.5,1.0,0.0,129,271,10,13,9,13,-1,0.6206896551724138,0.14516129032258066,1.6666666666666667,3.3333333333333335,65,49,0.0,0.0,1.105263157894737,0.8421052631578947,256.7368421052631,122.21052631578947,-142,1,0,16641,73441,0.06907894736842106,0.05614035087719298,0,1,1,0
2006,19,19,13.0,32,12.0,37,37.0,33.0,4,2,0.6842105263157895,1.736842105263158,4,0,17,34,4,0,3.0833333333333335,1.3333333333333333,1.3333333333333333,237,281,14,11,10,7,15,0.10483870967741936,0.2661290322580645,2.6666666666666665,5.0,65,50,-20.0,20.0,1.9473684210526316,0.631578947368421,488.0526315789474,162.1578947368421,-44,1,0,56169,78961,0.4868421052631579,0.03324099722991689,0,0,0,1
2006,19,17,16.0,6,18.0,28,19.0,24.0,11,0,0.8421052631578947,1.263157894736842,3,1,20,17,5,5,2.25,1.75,0.75,184,80,6,11,8,8,6,0.15384615384615385,0.22857142857142856,2.6666666666666665,3.3333333333333335,65,50,-8.0,8.0,1.0,0.9473684210526315,101.05263157894737,154.94736842105263,104,0,1,33856,6400,0.09090909090909091,0.05572755417956656,0,1,1,0
2006,19,6,30.0,41,30.0,33,29.0,29.0,7,0,1.5789473684210527,1.5263157894736843,2,2,38,34,2,0,0.0,0.0,0.0,85,20,8,16,18,16,-1,0.2857142857142857,1.0,2.3333333333333335,2.3333333333333335,66,51,1.0,-1.0,1.5263157894736843,1.5789473684210527,30.526315789473685,134.21052631578948,65,0,1,7225,400,0.2180451127819549,0.2631578947368421,0,0,1,0
2006,19,9,26.0,13,16.0,8,21.0,21.0,13,1,1.368421052631579,1.105263157894737,1,1,19,14,2,2,1.5,1.0,1.0,160,135,3,9,7,11,-4,0.5416666666666666,0.2,1.6666666666666667,1.3333333333333333,67,51,5.0,-5.0,1.105263157894737,0.8421052631578947,149.21052631578948,218.94736842105263,25,0,1,25600,18225,0.08502024291497977,0.0935672514619883,0,0,1,0
2006,19,1,35.0,5,41.0,14,16.0,9.0,20,1,1.8421052631578947,0.47368421052631576,0,4,25,36,4,3,0.0,0.0,0.0,267,1,4,18,19,5,-19,0.2845528455284553,0.9,3.0,1.3333333333333333,68,51,26.0,-26.0,0.8421052631578947,2.1578947368421053,0.47368421052631576,491.84210526315786,266,0,1,71289,1,0.042105263157894736,2.1578947368421053,0,0,1,0
2006,19,14,20.0,24,22.0,30,27.0,35.0,3,2,1.0526315789473684,1.8421052631578947,3,0,21,35,3,2,3.1666666666666665,1.0,1.8333333333333333,163,357,13,8,7,15,11,0.16129032258064516,0.2845528455284553,1.3333333333333333,2.0,68,52,-15.0,15.0,1.4210526315789473,1.1578947368421053,657.6315789473684,171.57894736842104,-194,1,0,26569,127449,0.47368421052631576,0.08270676691729324,1,0,0,1
2006,19,12,21.0,19,14.0,12,27.0,25.0,10,0,1.105263157894737,1.3157894736842106,1,1,20,16,5,4,2.75,2.1666666666666665,1.0,169,190,6,7,11,5,2,0.1693548387096774,0.2032520325203252,1.6666666666666667,4.333333333333333,69,53,-4.0,4.0,1.4210526315789473,0.7368421052631579,250.00000000000003,186.78947368421055,-21,1,0,28561,36100,0.14210526315789473,0.06140350877192982,0,1,1,0
2006,19,17,16.0,6,18.0,5,41.0,35.0,1,0,0.8421052631578947,1.8421052631578947,3,0,34,14,5,2,3.8,1.8,1.4,184,267,7,12,9,17,16,0.1523809523809524,0.28225806451612906,2.3333333333333335,2.0,69,53,-19.0,19.0,2.1578947368421053,0.9473684210526315,491.84210526315786,154.94736842105263,-83,1,0,33856,71289,2.1578947368421053,0.05572755417956656,0,1,1,0
2006,20,5,35.0,4,26.0,28,21.0,25.0,12,0,1.75,1.25,2,1,23,27,4,5,2.4444444444444446,1.5,1.25,251,80,8,12,11,9,-7,0.40229885057471265,0.2358490566037736,3.6666666666666665,3.3333333333333335,69,53,10.0,-10.0,1.05,1.3,100.0,439.25,171,0,1,63001,6400,0.08750000000000001,0.26,0,1,1,0
2006,20,9,26.0,39,19.0,30,28.0,38.0,3,1,1.3,1.9,1,0,37,28,3,0,2.3076923076923075,0.5,1.0,269,357,11,8,11,16,6,0.208,0.3064516129032258,1.3333333333333333,3.0,70,53,-12.0,12.0,1.4,0.95,678.3,349.7,-88,1,0,72361,127449,0.4666666666666666,0.10555555555555556,1,0,0,1
2006,20,16,19.0,22,16.0,34,38.0,38.0,2,2,0.95,1.9,3,0,16,27,5,5,3.3333333333333335,0.0,3.0,129,304,10,13,9,15,14,0.6333333333333333,0.3584905660377358,1.6666666666666667,2.3333333333333335,70,53,-19.0,19.0,1.9,0.8,577.6,122.55,-175,1,0,16641,92416,0.95,0.05,1,0,1,0
2006,20,8,29.0,13,17.0,26,27.0,26.0,11,1,1.45,1.3,2,1,32,29,5,2,1.8,0.0,0.0,160,191,3,13,8,9,-3,0.5918367346938775,0.208,2.3333333333333335,3.0,71,53,3.0,-3.0,1.35,0.85,248.3,232.0,-31,1,0,25600,36481,0.12272727272727274,0.10625,0,0,1,0
2006,20,15,20.0,24,22.0,33,29.0,30.0,7,1,1.0,1.5,3,2,39,24,3,4,2.0,1.0,1.0,163,20,14,16,7,16,8,0.16,1.0,1.0,2.6666666666666665,71,53,-10.0,10.0,1.45,1.1,30.0,163.0,143,0,1,26569,400,0.20714285714285713,0.07333333333333333,0,0,1,0
2006,20,6,31.0,41,30.0,19,14.0,22.0,13,0,1.55,1.1,2,1,34,36,5,3,3.0,1.2,1.4,85,169,8,18,18,3,-7,0.29245283018867924,0.1774193548387097,1.6666666666666667,1.6666666666666667,71,53,9.0,-9.0,0.7,1.5,185.9,131.75,-84,1,0,7225,28561,0.05384615384615384,0.25,1,0,1,0
2006,20,1,39.0,5,51.0,8,21.0,21.0,14,1,1.95,1.05,0,3,23,20,4,3,2.727272727272727,1.6,0.8,267,135,4,10,22,11,-13,0.31451612903225806,0.19811320754716982,3.0,0.6666666666666666,71,53,18.0,-18.0,1.05,2.55,141.75,520.65,132,0,1,71289,18225,0.075,2.55,0,1,1,0
2006,20,19,13.0,32,12.0,3,21.0,19.0,17,2,0.65,0.95,4,3,27,24,0,4,3.3846153846153846,2.0,2.1666666666666665,237,271,15,13,10,13,2,0.104,0.152,2.3333333333333335,2.6666666666666665,71,54,-6.0,6.0,1.05,0.6,257.45,154.05,-34,1,0,56169,73441,0.061764705882352944,0.031578947368421054,1,0,0,1
2006,20,20,9.0,14,16.0,12,27.0,26.0,10,1,0.45,1.3,4,1,30,24,2,4,1.0,0.0,0.0,1,190,18,7,11,5,10,0.9,0.20967741935483872,1.3333333333333333,3.3333333333333335,72,54,-17.0,17.0,1.35,0.8,247.0,0.45,-189,1,0,1,36100,0.135,0.04,0,0,0,1
2006,20,18,18.0,6,24.0,37,38.0,36.0,4,1,0.9,1.8,4,0,22,25,5,1,2.1818181818181817,0.8,1.4,184,281,8,11,10,8,14,0.16981132075471697,0.288,1.6666666666666667,5.0,72,54,-18.0,18.0,1.9,1.2,505.8,165.6,-97,1,0,33856,78961,0.475,0.06666666666666667,1,0,1,0
2006,21,14,23.0,19,15.0,24,24.0,23.0,13,1,1.0952380952380953,1.0952380952380953,3,1,34,37,5,2,3.230769230769231,1.6666666666666667,1.6666666666666667,169,163,6,13,11,9,1,0.184,0.18548387096774194,2.0,2.0,73,54,0.0,0.0,1.1428571428571428,0.7142857142857143,178.52380952380955,185.0952380952381,6,0,1,28561,26569,0.0879120879120879,0.05102040816326531,0,0,1,0
2006,21,4,36.0,37,39.0,4,27.0,36.0,5,1,1.7142857142857142,1.7142857142857142,0,2,26,22,1,4,1.6666666666666667,1.25,0.75,281,251,4,5,20,14,-1,0.2903225806451613,0.4186046511627907,6.0,5.0,73,54,0.0,0.0,1.2857142857142858,1.8571428571428572,430.2857142857143,481.71428571428567,30,0,1,78961,63001,0.2571428571428572,0.4642857142857143,0,1,1,0
2006,21,11,26.0,12,27.0,41,31.0,32.0,6,2,1.2380952380952381,1.5238095238095237,1,2,38,23,2,5,2.6363636363636362,2.4,1.2,190,85,11,12,13,12,5,0.208,0.3047619047619048,2.3333333333333335,3.0,73,54,-6.0,6.0,1.4761904761904763,1.2857142857142858,129.52380952380952,235.23809523809524,105,0,1,36100,7225,0.24603174603174605,0.1168831168831169,0,1,1,0
2006,21,2,41.0,34,42.0,32,12.0,13.0,19,0,1.9523809523809523,0.6190476190476191,0,4,27,32,0,3,2.5454545454545454,1.2,1.0,304,237,6,10,22,2,-17,0.3904761904761905,0.10483870967741936,4.333333333333333,2.3333333333333335,74,55,28.0,-28.0,0.5714285714285714,2.0,146.71428571428572,593.5238095238095,67,0,1,92416,56169,0.03007518796992481,1.0,0,1,1,0
2006,21,16,21.0,8,22.0,14,20.0,12.0,20,0,1.0,0.5714285714285714,3,4,15,32,2,3,3.0,0.0,0.0,135,1,16,21,10,5,-4,0.2,1.0909090909090908,1.0,1.3333333333333333,74,55,9.0,-9.0,0.9523809523809523,1.0476190476190477,0.5714285714285714,135.0,134,0,1,18225,1,0.047619047619047616,0.06547619047619048,0,0,1,0
2006,21,12,26.0,26,27.0,5,54.0,42.0,1,0,1.2380952380952381,2.0,1,0,26,18,1,2,2.5384615384615383,1.3333333333333333,1.1666666666666667,191,267,11,13,18,18,11,0.20967741935483872,0.336,4.0,2.6666666666666665,75,56,-16.0,16.0,2.5714285714285716,1.2857142857142858,534.0,236.47619047619048,-76,1,0,36481,71289,2.5714285714285716,0.10714285714285715,0,1,1,0
2006,21,10,26.0,28,22.0,13,19.0,32.0,7,1,1.2380952380952381,1.5238095238095237,1,2,35,19,0,5,2.6,1.5,2.0,80,160,11,10,9,8,3,0.24761904761904763,0.6666666666666666,3.6666666666666665,4.0,76,56,-6.0,6.0,0.9047619047619048,1.0476190476190477,243.8095238095238,99.04761904761905,-80,1,0,6400,25600,0.1292517006802721,0.10476190476190476,1,0,0,1
2006,21,8,30.0,33,30.0,39,20.0,29.0,9,1,1.4285714285714286,1.380952380952381,2,1,28,19,5,5,2.3333333333333335,5.0,0.0,20,269,9,13,12,7,-1,1.0344827586206897,0.23387096774193547,3.6666666666666665,2.6666666666666665,76,56,1.0,-1.0,0.9523809523809523,1.4285714285714286,371.4761904761905,28.571428571428573,-249,1,0,400,72361,0.10582010582010581,0.17857142857142858,0,1,1,0
2006,21,15,22.0,3,23.0,6,26.0,21.0,17,2,1.0476190476190477,1.0,3,3,24,17,5,5,2.6363636363636362,2.0,1.2,271,184,15,18,8,9,-2,0.1774193548387097,0.2,4.666666666666667,4.0,76,56,1.0,-1.0,1.2380952380952381,1.0952380952380953,184.0,283.9047619047619,87,0,1,73441,33856,0.07282913165266107,0.07301587301587302,0,1,1,0
2006,21,3,38.0,30,28.0,22,18.0,19.0,18,2,1.8095238095238095,0.9047619047619048,0,4,29,38,0,3,4.0,5.0,0.0,357,129,8,16,12,7,-15,0.3064516129032258,0.6551724137931034,4.0,1.6666666666666667,76,57,19.0,-19.0,0.8571428571428571,1.3333333333333333,116.71428571428571,646.0,228,0,1,127449,16641,0.047619047619047616,0.4444444444444444,0,1,1,0
2006,22,19,14.0,32,12.0,30,28.0,38.0,4,2,0.6363636363636364,1.7272727272727273,4,0,30,35,2,2,3.1538461538461537,1.8333333333333333,1.6666666666666667,237,357,17,9,10,16,15,0.1111111111111111,0.304,1.3333333333333333,2.0,76,57,-24.0,24.0,1.2727272727272727,0.5454545454545454,616.6363636363636,150.8181818181818,-120,1,0,56169,127449,0.3181818181818182,0.028708133971291863,0,1,0,1
2006,22,14,24.0,6,28.0,34,42.0,42.0,2,0,1.0909090909090908,1.9090909090909092,3,0,14,31,5,5,2.0,0.8,0.6,184,304,9,15,12,19,12,0.22429906542056074,0.3925233644859813,2.6666666666666665,1.6666666666666667,77,58,-18.0,18.0,1.9090909090909092,1.2727272727272727,580.3636363636364,200.72727272727272,-120,1,0,33856,92416,0.9545454545454546,0.09090909090909091,0,1,1,0
2006,22,15,23.0,24,24.0,41,33.0,35.0,6,1,1.0454545454545454,1.5909090909090908,3,2,38,19,2,5,2.3636363636363638,1.4,1.0,163,85,15,13,9,14,9,0.18253968253968253,0.330188679245283,2.0,3.0,77,58,-12.0,12.0,1.5,1.0909090909090908,135.22727272727272,170.4090909090909,78,0,1,26569,7225,0.25,0.07272727272727272,0,1,0,1
2006,22,9,29.0,39,21.0,19,16.0,26.0,13,2,1.3181818181818181,1.1818181818181819,1,1,32,30,5,2,2.5384615384615383,1.3333333333333333,1.5,269,169,11,19,12,4,-4,0.23015873015873015,0.208,2.3333333333333335,3.0,77,59,3.0,-3.0,0.7272727272727273,0.9545454545454546,199.72727272727275,354.59090909090907,100,0,1,72361,28561,0.055944055944055944,0.10606060606060606,1,0,1,0
2006,22,17,22.0,8,23.0,12,28.0,26.0,12,2,1.0,1.1818181818181819,3,1,19,23,2,5,2.3636363636363638,1.6,1.2,135,190,17,11,11,5,5,0.20754716981132076,0.208,0.6666666666666666,2.3333333333333335,77,60,-4.0,4.0,1.2727272727272727,1.0454545454545454,224.54545454545456,135.0,-55,1,0,18225,36100,0.10606060606060606,0.06149732620320855,0,1,0,1
2006,22,20,13.0,14,21.0,26,27.0,27.0,11,2,0.5909090909090909,1.2272727272727273,4,1,38,38,2,3,2.0,0.0,0.0,1,191,18,15,15,9,9,1.1818181818181819,0.21428571428571427,1.6666666666666667,1.3333333333333333,77,60,-14.0,14.0,1.2272727272727273,0.9545454545454546,234.4090909090909,0.5909090909090909,-190,1,0,1,36481,0.1115702479338843,0.04772727272727273,0,0,0,1
2006,22,5,36.0,4,28.0,3,24.0,22.0,18,1,1.6363636363636365,1.0,2,4,16,22,5,4,3.111111111111111,2.0,1.0,251,271,9,13,12,15,-13,0.4090909090909091,0.1746031746031746,3.0,2.3333333333333335,78,60,14.0,-14.0,1.0909090909090908,1.2727272727272727,271.0,410.72727272727275,-20,1,0,63001,73441,0.0606060606060606,0.2545454545454545,0,1,1,0
2006,22,8,32.0,13,19.0,37,42.0,39.0,3,1,1.4545454545454546,1.7727272727272727,2,0,17,26,4,0,2.4,1.5,0.5,160,281,3,13,10,9,5,0.64,0.30952380952380953,3.3333333333333335,4.0,79,60,-7.0,7.0,1.9090909090909092,0.8636363636363636,498.1363636363636,232.72727272727275,-121,1,0,25600,78961,0.6363636363636364,0.10795454545454546,0,1,1,0
2006,22,1,43.0,5,54.0,28,23.0,29.0,10,1,1.9545454545454546,1.3181818181818181,0,1,17,30,4,2,3.4545454545454546,3.4,0.6,267,80,5,13,25,10,-9,0.344,0.27102803738317754,3.3333333333333335,2.6666666666666665,80,60,14.0,-14.0,1.0454545454545454,2.4545454545454546,105.45454545454545,521.8636363636364,187,0,1,71289,6400,0.10454545454545454,2.4545454545454546,0,1,1,0
2006,22,16,22.0,22,19.0,33,32.0,33.0,7,1,1.0,1.5,3,2,24,23,5,5,1.0,0.0,0.0,129,20,14,18,11,17,9,0.7096774193548387,1.064516129032258,2.3333333333333335,2.6666666666666665,80,60,-11.0,11.0,1.4545454545454546,0.8636363636363636,30.0,129.0,109,0,1,16641,400,0.2077922077922078,0.05397727272727273,0,0,1,0
2006,23,6,35.0,41,34.0,39,21.0,29.0,10,1,1.5217391304347827,1.2608695652173914,2,1,22,35,5,2,2.3636363636363638,1.6,0.8,85,269,9,15,19,8,-4,0.32710280373831774,0.232,2.6666666666666665,2.3333333333333335,81,60,6.0,-6.0,0.9130434782608695,1.4782608695652173,339.17391304347825,129.34782608695653,-184,1,0,7225,72361,0.09130434782608696,0.24637681159420288,0,1,1,0
2006,23,3,41.0,30,30.0,6,28.0,25.0,16,0,1.7826086956521738,1.0869565217391304,0,3,36,28,2,0,2.4545454545454546,2.0,0.8,357,184,9,19,12,11,-13,0.328,0.2358490566037736,3.0,5.0,82,61,16.0,-16.0,1.2173913043478262,1.3043478260869565,200.0,636.391304347826,173,0,1,127449,33856,0.07608695652173914,0.43478260869565216,0,1,1,0
2006,23,9,30.0,26,30.0,8,23.0,22.0,17,2,1.3043478260869565,0.9565217391304348,1,3,25,38,4,3,2.0,1.0,1.8,191,135,11,13,18,12,-8,0.24,0.205607476635514,3.3333333333333335,0.3333333333333333,82,62,8.0,-8.0,1.0,1.3043478260869565,129.1304347826087,249.1304347826087,56,0,1,36481,18225,0.058823529411764705,0.14492753623188406,1,0,1,0
2006,23,18,22.0,3,24.0,13,22.0,35.0,7,1,0.9565217391304348,1.5217391304347827,4,2,21,35,3,2,2.0,1.0,1.0,271,160,17,11,9,8,11,0.176,0.7142857142857143,2.6666666666666665,4.333333333333333,83,62,-13.0,13.0,0.9565217391304348,1.0434782608695652,243.47826086956525,259.2173913043478,111,0,1,73441,25600,0.13664596273291926,0.057971014492753624,0,0,0,1
2006,23,12,29.0,19,18.0,22,21.0,25.0,15,0,1.2608695652173914,1.0869565217391304,1,3,23,37,4,2,1.3333333333333333,1.0,0.0,169,129,6,16,12,8,-3,0.23015873015873015,0.8333333333333334,4.0,3.3333333333333335,84,63,4.0,-4.0,0.9130434782608695,0.782608695652174,140.2173913043478,213.08695652173913,40,0,1,28561,16641,0.0608695652173913,0.06521739130434782,0,1,1,0
2006,23,4,39.0,37,42.0,5,56.0,46.0,1,1,1.6956521739130435,2.0,0,0,26,30,1,2,2.6923076923076925,0.6666666666666666,1.1666666666666667,281,267,5,13,23,18,3,0.312,0.36507936507936506,6.0,4.0,84,63,-7.0,7.0,2.4347826086956523,1.826086956521739,534.0,476.4782608695652,14,0,1,78961,71289,2.4347826086956523,0.45652173913043476,1,0,1,0
2006,23,8,33.0,33,33.0,32,13.0,14.0,19,1,1.434782608695652,0.6086956521739131,2,4,32,18,5,2,3.3333333333333335,1.0,3.0,20,237,10,10,14,2,-11,1.1,0.112,3.6666666666666665,1.6666666666666667,85,63,19.0,-19.0,0.5652173913043478,1.434782608695652,144.2608695652174,28.695652173913043,-217,1,0,400,56169,0.02974828375286041,0.1793478260869565,1,0,0,0
2006,23,13,29.0,28,23.0,14,23.0,13.0,20,1,1.2608695652173914,0.5652173913043478,1,4,26,18,1,2,4.0,0.0,0.0,80,1,11,22,10,6,-7,0.27358490566037735,1.0833333333333333,3.6666666666666665,1.6666666666666667,85,63,16.0,-16.0,1.0,1.0,0.5652173913043478,100.86956521739131,79,0,1,6400,1,0.05,0.07692307692307693,0,0,1,0
2006,23,2,43.0,34,42.0,4,29.0,39.0,5,1,1.8695652173913044,1.6956521739130435,0,2,28,17,5,5,2.0,1.0,0.5,304,251,6,8,22,15,-3,0.4056603773584906,0.4482758620689655,3.0,4.0,85,63,4.0,-4.0,1.2608695652173914,1.826086956521739,425.60869565217394,568.3478260869565,53,0,1,92416,63001,0.25217391304347825,0.9130434782608695,0,1,1,0
2006,23,11,29.0,12,30.0,24,26.0,26.0,14,1,1.2608695652173914,1.1304347826086956,1,3,36,35,2,2,2.6923076923076925,1.6666666666666667,0.5,190,163,13,14,14,9,-3,0.23015873015873015,0.208,2.3333333333333335,3.0,85,63,3.0,-3.0,1.1304347826086956,1.3043478260869565,184.26086956521738,239.56521739130434,27,0,1,36100,26569,0.08074534161490683,0.11857707509881422,0,1,1,0
2006,24,19,14.0,32,13.0,19,18.0,30.0,11,2,0.5833333333333334,1.25,4,1,39,13,3,5,2.6153846153846154,1.1666666666666667,0.8333333333333334,237,169,19,19,11,6,8,0.11023622047244094,0.23809523809523808,0.3333333333333333,3.3333333333333335,85,64,-16.0,16.0,0.75,0.5416666666666666,211.25,138.25,68,0,1,56169,28561,0.06818181818181818,0.02850877192982456,0,1,0,0
2006,24,5,39.0,4,30.0,30,30.0,42.0,3,0,1.625,1.75,2,0,23,28,4,0,2.6666666666666665,0.25,3.0,251,357,9,10,13,18,2,0.43820224719101125,0.3333333333333333,2.3333333333333335,2.3333333333333335,85,64,-3.0,3.0,1.25,1.25,624.75,407.875,-106,1,0,63001,127449,0.4166666666666667,0.25,1,0,1,0
