Temporada,Jornada,Posicion_Local,Puntos_Acumulados_Local,Local,Goles_Acumulados_Local,Visitante,Goles_Acumulados_Visitantes,Puntos_Acumulados_Visitantes,Posicion_Visitante,Resultado,Ratio_Jornada_Local,Ratio_Jornada_Visitante,Estado_Tabla_Local,Estado_Tabla_Visitante,Racha_Local,Racha_Visitante,Racha_Puntos_Local,Racha_Puntos_Visitante,Media_Goles,Media_Goles_Local,Media_Goles_Visitante,Goles_Encajados_Local_Acumulados,Goles_Encajados_Visitante_Acumulados,Goles_Marcados_Local_Acumulados,Goles_Marcados_Visitante_Acumulados,Diferencia_Posicion,Rendimiento_Casa_Local,Rendimiento_Fuera_Visitante,Forma_Reciente_Local,Forma_Reciente_Visitante,Porterias_Cero_Local_Acum,Porterias_Cero_Visitante_Acum,Diferencia_Puntos_Local,Diferencia_Puntos_Visitante,Ratio_Goles_por_partido_Visitante,Ratio_Goles_por_partido_Local,Local_Es_Favorito,Visitante_Es_Favorito,Rendimiento_Vistante,Rendimiento_Local,Local_Es_Ofensivo,Visitante_Es_Ofensivo,Local_Es_Defensivo,Visitante_Es_Defensivo
2005,23,13,33.0,4,70.0,8,55.0,45.0,5,1,1.434782608695652,1.9565217391304348,1,2,8,14,0,3,3.0,1.5,1.5,9,15,16,8,8,0.6470588235294118,0.6818181818181818,3.0,3.0,77,55,-12.0,12.0,2.391304347826087,3.0434782608695654,0,0,0.4782608695652174,0.23411371237458195,0,0,1,0
2005,23,15,24.0,6,42.0,34,73.0,45.0,7,0,1.0434782608695652,1.9565217391304348,3,2,11,13,0,2,1.5,0.5,0.5,12,19,12,18,8,0.38095238095238093,0.6521739130434783,3.0,3.0,77,55,-21.0,21.0,3.1739130434782608,1.826086956521739,0,0,0.45341614906832295,0.1217391304347826,0,0,1,0
2005,23,9,39.0,19,86.0,28,24.0,21.0,17,0,1.6956521739130435,0.9130434782608695,1,3,13,10,2,2,2.857142857142857,1.0,2.3333333333333335,11,10,9,9,-8,0.4482758620689655,0.3,4.0,2.0,78,55,18.0,-18.0,1.0434782608695652,3.739130434782609,0,0,0.061381074168797956,0.41545893719806765,1,0,0,1
2005,23,2,51.0,26,74.0,13,59.0,33.0,11,1,2.217391304347826,1.434782608695652,0,1,11,12,0,2,3.0,2.0,1.0,11,17,23,11,-9,0.6455696202531646,1.32,3.0,4.0,78,56,18.0,-18.0,2.5652173913043477,3.217391304347826,0,0,0.23320158102766797,1.608695652173913,0,1,1,0
2005,23,5,45.0,8,55.0,37,45.0,42.0,4,1,1.9565217391304348,1.826086956521739,2,0,9,10,0,2,2.2,1.5,2.0,11,9,20,14,1,0.6428571428571429,0.6086956521739131,2.0,1.0,78,57,3.0,-3.0,1.9565217391304348,2.391304347826087,0,0,0.4891304347826087,0.4782608695652174,1,0,0,1
2005,23,20,15.0,23,55.0,13,59.0,33.0,11,1,0.6521739130434783,1.434782608695652,4,1,10,9,2,0,3.0,0.0,0.0,17,17,12,15,9,0.189873417721519,1.2692307692307692,1.0,2.0,78,57,-18.0,18.0,2.5652173913043477,2.391304347826087,0,0,0.23320158102766797,0.11956521739130435,0,0,0,0
2005,23,16,21.0,0,47.0,26,74.0,51.0,2,1,0.9130434782608695,2.217391304347826,3,0,7,12,1,2,2.8333333333333335,1.0,1.0,17,19,12,15,14,0.375,0.6455696202531646,3.0,3.0,78,57,-30.0,30.0,3.217391304347826,2.0434782608695654,0,0,1.608695652173913,0.12771739130434784,0,0,1,0
2005,23,1,63.0,5,168.0,39,64.0,36.0,10,0,2.739130434782609,1.565217391304348,0,1,7,13,1,2,2.5,2.0,1.0,10,10,36,12,-9,0.7411764705882353,0.45,5.0,3.0,79,57,27.0,-27.0,2.782608695652174,7.304347826086956,0,0,0.2782608695652174,7.304347826086956,0,1,0,0
2005,23,14,27.0,32,71.0,28,24.0,21.0,17,0,1.173913043478261,0.9130434782608695,3,3,13,14,2,3,2.5714285714285716,1.0,0.6666666666666666,17,12,21,9,-3,0.3375,0.29577464788732394,2.0,1.0,80,57,6.0,-6.0,1.0434782608695652,3.0869565217391304,0,0,0.061381074168797956,0.2204968944099379,0,1,0,1
2005,24,12,27.0,6,44.0,8,61.0,48.0,2,1,1.125,2.0,1,0,7,13,1,2,2.7142857142857144,2.3333333333333335,0.6666666666666666,13,15,14,11,10,0.421875,0.7164179104477612,4.0,2.0,80,58,-21.0,21.0,2.5416666666666665,1.8333333333333333,0,0,1.2708333333333333,0.15277777777777776,0,1,1,0
2005,24,5,48.0,37,59.0,12,53.0,24.0,14,0,2.0,1.0,2,3,7,14,1,3,2.7777777777777777,2.25,0.5,7,21,18,5,-9,0.5393258426966292,0.2962962962962963,7.0,3.0,81,58,24.0,-24.0,2.2083333333333335,2.4583333333333335,0,0,0.15773809523809526,0.4916666666666667,0,1,1,0
2005,24,7,33.0,4,70.0,3,36.0,24.0,15,0,1.375,1.0,2,3,10,9,2,0,3.0,3.0,0.0,12,19,16,12,-8,0.6346153846153846,0.3037974683544304,1.0,4.0,82,58,9.0,-9.0,1.5,2.9166666666666665,0,0,0.1,0.41666666666666663,0,1,1,0
2005,24,11,27.0,41,48.0,7,40.0,18.0,19,1,1.125,0.75,1,4,14,14,3,3,3.0,0.0,0.0,17,20,15,9,-8,0.43548387096774194,1.3846153846153846,2.0,0.0,82,58,9.0,-9.0,1.6666666666666667,2.0,0,0,0.08771929824561404,0.18181818181818182,0,0,1,0
2005,24,16,21.0,0,49.0,4,70.0,33.0,7,1,0.875,1.375,3,2,8,8,0,0,1.5,2.0,0.0,19,12,13,16,9,0.3684210526315789,0.6226415094339622,2.0,5.0,82,59,-12.0,12.0,2.9166666666666665,2.0416666666666665,0,0,0.41666666666666663,0.12760416666666666,0,1,0,1
2005,24,2,48.0,8,61.0,41,48.0,27.0,11,0,2.0,1.125,0,1,12,7,2,1,1.5,1.0,1.0,12,8,20,10,-9,0.676056338028169,0.40298507462686567,2.0,5.0,83,59,21.0,-21.0,2.0,2.5416666666666665,0,0,0.18181818181818182,1.2708333333333333,0,0,0,1
2005,24,8,36.0,39,64.0,32,73.0,30.0,10,1,1.5,1.25,2,1,8,10,0,2,2.625,1.0,1.0,11,32,20,10,-2,0.45,0.3333333333333333,3.0,3.0,83,60,6.0,-6.0,3.0416666666666665,2.6666666666666665,0,0,0.30416666666666664,0.3333333333333333,0,0,1,0
2005,24,18,21.0,24,48.0,26,78.0,54.0,1,1,0.875,2.25,4,0,11,9,0,0,2.8333333333333335,2.3333333333333335,1.3333333333333333,12,20,10,17,17,0.2625,0.675,3.0,3.0,83,61,-33.0,33.0,3.25,2.0,0,0,3.25,0.1111111111111111,0,1,1,0
2005,24,3,51.0,30,114.0,23,57.0,15.0,20,0,2.125,0.625,0,4,7,14,1,3,3.5714285714285716,3.0,1.25,15,30,33,14,-17,0.5425531914893617,0.17045454545454544,4.0,0.0,83,61,36.0,-36.0,2.375,4.75,0,0,0.11875,1.5833333333333333,0,1,1,0
2005,24,17,21.0,28,24.0,13,79.0,39.0,6,1,0.875,1.625,3,2,13,11,2,0,2.6666666666666665,2.0,1.0,13,18,7,17,11,0.3,1.4444444444444444,2.0,3.0,83,61,-18.0,18.0,3.2916666666666665,1.0,0,0,0.548611111111111,0.058823529411764705,0,1,1,0
2005,25,14,24.0,12,53.0,6,44.0,27.0,13,0,0.96,1.08,3,1,8,13,0,2,4.0,1.5,3.0,18,22,18,9,1,0.26666666666666666,0.4576271186440678,2.0,4.0,84,61,-3.0,3.0,1.76,2.12,0,0,0.13538461538461538,0.15142857142857144,1,0,1,0
2005,25,15,24.0,3,36.0,37,63.0,51.0,4,1,0.96,2.04,3,0,11,13,0,2,2.8,1.0,0.0,9,9,10,15,11,0.2891566265060241,0.7285714285714285,4.0,3.0,84,62,-27.0,27.0,2.52,1.44,0,0,0.63,0.096,0,1,0,0
2005,25,9,42.0,19,90.0,8,81.0,54.0,6,1,1.68,2.16,1,2,11,11,0,0,2.875,2.3333333333333335,0.0,11,15,11,13,3,0.4772727272727273,0.7941176470588235,3.0,4.0,84,63,-12.0,12.0,3.24,3.6,0,0,0.54,0.4,0,1,1,0
2005,25,1,66.0,5,169.0,7,44.0,21.0,19,0,2.64,0.84,0,4,7,13,1,2,4.0,0.0,0.0,10,21,37,11,-18,0.7674418604651163,1.5,4.0,1.0,85,63,45.0,-45.0,1.76,6.76,0,0,0.09263157894736843,6.76,0,0,1,0
2005,25,4,51.0,37,63.0,0,49.0,21.0,16,0,2.04,0.84,0,3,7,14,1,3,2.5,2.0,1.0,7,21,22,12,-12,0.5666666666666667,0.3559322033898305,5.0,4.0,86,63,30.0,-30.0,1.96,2.52,0,0,0.1225,0.63,0,1,1,0
2005,25,12,33.0,32,75.0,34,74.0,45.0,8,1,1.32,1.8,1,2,11,12,0,2,1.8571428571428572,1.0,0.0,17,21,22,19,4,0.4074074074074074,0.6428571428571429,4.0,3.0,86,63,-12.0,12.0,2.96,3.0,0,0,0.37,0.25,0,1,1,0
2005,25,2,57.0,26,79.0,30,116.0,54.0,5,1,2.28,2.16,0,2,8,8,0,0,3.125,1.75,1.5,15,8,23,18,-3,0.7125,0.675,5.0,7.0,86,64,3.0,-3.0,4.64,3.16,0,0,0.9279999999999999,1.58,0,1,0,1
2005,25,10,39.0,4,74.0,24,48.0,21.0,18,1,1.56,0.84,1,4,13,12,2,2,3.0,2.6666666666666665,0.6666666666666666,12,23,17,9,-8,0.7358490566037735,0.2441860465116279,2.0,3.0,86,65,18.0,-18.0,1.92,2.96,0,0,0.10666666666666666,0.296,0,1,1,0
2005,25,20,15.0,23,58.0,28,25.0,21.0,17,1,0.6,0.84,4,3,14,14,3,3,2.4285714285714284,1.6666666666666667,0.3333333333333333,19,13,13,9,3,0.1875,0.2916666666666667,0.0,0.0,86,65,-6.0,6.0,1.0,2.32,0,0,0.058823529411764705,0.11599999999999999,0,1,0,1
2005,25,10,39.0,4,74.0,26,79.0,57.0,2,1,1.56,2.28,1,0,12,11,2,0,2.0,1.5,1.5,13,20,17,18,8,0.7222222222222222,0.7037037037037037,2.0,2.0,86,66,-18.0,18.0,3.16,2.96,0,0,1.58,0.296,0,0,1,0
2005,26,10,36.0,39,64.0,23,60.0,15.0,19,0,1.3846153846153846,0.5769230769230769,1,4,10,14,2,3,2.7142857142857144,1.75,1.0,13,32,20,15,-9,0.4444444444444444,0.16853932584269662,2.0,0.0,86,66,21.0,-21.0,2.3076923076923075,2.4615384615384617,0,0,0.1214574898785425,0.24615384615384617,0,1,1,0
2005,26,4,57.0,8,83.0,5,170.0,69.0,1,1,2.1923076923076925,2.6538461538461537,0,0,9,9,0,0,2.0,1.6666666666666667,0.3333333333333333,12,9,24,26,3,0.7916666666666666,0.8518518518518519,5.0,6.0,86,67,-12.0,12.0,6.538461538461538,3.1923076923076925,0,0,6.538461538461538,0.7980769230769231,0,1,0,1
2005,26,11,27.0,12,55.0,19,90.0,42.0,8,1,1.0384615384615385,1.6153846153846154,1,2,9,12,0,2,2.8,1.5,0.75,18,15,20,20,3,0.2967032967032967,0.5,2.0,4.0,86,67,-15.0,15.0,3.4615384615384617,2.1153846153846154,0,0,0.4326923076923077,0.19230769230769232,0,1,0,1
2005,26,18,21.0,0,49.0,6,44.0,27.0,13,0,0.8076923076923077,1.0384615384615385,4,1,10,12,2,2,1.5,0.0,1.0,20,24,13,9,5,0.3620689655172414,0.45,1.0,4.0,87,67,-6.0,6.0,1.6923076923076923,1.8846153846153846,0,0,0.1301775147928994,0.1047008547008547,1,0,1,0
2005,26,6,48.0,34,76.0,13,82.0,42.0,9,0,1.8461538461538463,1.6153846153846154,2,1,7,7,1,1,1.0,0.0,0.0,7,19,16,20,-3,0.7058823529411765,1.5,5.0,3.0,88,67,6.0,-6.0,3.1538461538461537,2.923076923076923,0,0,0.3504273504273504,0.48717948717948717,0,0,1,0
2005,26,15,24.0,3,36.0,41,50.0,27.0,14,0,0.9230769230769231,1.0384615384615385,3,3,8,8,0,0,3.1666666666666665,2.25,0.75,12,12,10,10,1,0.2857142857142857,0.39705882352941174,3.0,2.0,89,67,-3.0,3.0,1.9230769230769231,1.3846153846153846,0,0,0.13736263736263737,0.0923076923076923,0,1,0,0
2005,26,16,24.0,24,50.0,37,75.0,57.0,3,0,0.9230769230769231,2.1923076923076925,3,0,8,11,0,0,3.2857142857142856,0.0,3.5,13,9,10,18,13,0.2962962962962963,0.8028169014084507,3.0,5.0,89,67,-33.0,33.0,2.8846153846153846,1.9230769230769231,0,0,0.9615384615384616,0.1201923076923077,1,0,0,1
2005,26,17,24.0,28,28.0,30,118.0,57.0,5,1,0.9230769230769231,2.1923076923076925,3,2,12,9,2,0,3.5714285714285716,2.0,1.5,16,8,8,19,12,0.3380281690140845,0.7037037037037037,2.0,6.0,89,67,-33.0,33.0,4.538461538461538,1.0769230769230769,0,0,0.9076923076923077,0.06334841628959276,0,1,0,1
2005,26,1,69.0,5,170.0,12,55.0,27.0,11,0,2.6538461538461537,1.0384615384615385,0,1,7,14,1,3,3.0,3.0,0.75,10,25,38,5,-10,0.7931034482758621,0.32926829268292684,3.0,3.0,90,67,42.0,-42.0,2.1153846153846154,6.538461538461538,0,0,0.19230769230769232,6.538461538461538,0,1,1,0
2005,26,19,15.0,23,60.0,34,76.0,48.0,6,1,0.5769230769230769,1.8461538461538463,4,2,14,9,3,0,2.625,1.75,1.25,22,22,15,21,13,0.18518518518518517,0.676056338028169,0.0,3.0,90,68,-33.0,33.0,2.923076923076923,2.3076923076923075,0,0,0.48717948717948717,0.1214574898785425,0,1,0,0
2005,27,15,27.0,6,44.0,24,52.0,27.0,10,0,1.0,1.0,3,1,8,9,0,0,2.2857142857142856,0.75,0.75,15,23,14,10,5,0.4153846153846154,0.3103448275862069,3.0,5.0,90,68,0.0,0.0,1.9259259259259258,1.6296296296296295,0,0,0.1925925925925926,0.10864197530864197,0,0,1,0
2005,27,5,45.0,19,94.0,3,37.0,27.0,16,1,1.6666666666666667,1.0,2,3,8,12,0,2,2.75,1.75,0.75,13,20,11,12,-11,0.5056179775280899,0.3375,4.0,4.0,90,68,18.0,-18.0,1.3703703703703705,3.4814814814814814,0,0,0.08564814814814815,0.6962962962962963,0,1,1,0
2005,27,14,24.0,28,30.0,26,83.0,60.0,2,0,0.8888888888888888,2.2222222222222223,3,0,10,7,2,1,3.25,2.0,3.0,19,20,10,19,12,0.3333333333333333,0.7317073170731707,2.0,3.0,90,68,-36.0,36.0,3.074074074074074,1.1111111111111112,0,0,1.537037037037037,0.07936507936507937,1,0,1,0
2005,27,11,27.0,41,50.0,0,51.0,24.0,13,0,1.0,0.8888888888888888,1,1,14,14,3,3,2.0,0.0,2.0,19,24,16,12,-2,0.42857142857142855,0.4,2.0,4.0,91,68,3.0,-3.0,1.8888888888888888,1.8518518518518519,0,0,0.14529914529914528,0.16835016835016836,1,0,1,0
2005,27,6,42.0,13,82.0,7,44.0,21.0,20,0,1.5555555555555556,0.7777777777777778,2,4,9,12,0,2,1.0,0.0,0.0,16,22,22,11,-14,1.5555555555555556,1.4,6.0,1.0,91,68,21.0,-21.0,1.6296296296296295,3.037037037037037,0,0,0.08148148148148147,0.5061728395061729,0,0,1,0
2005,27,10,27.0,24,52.0,41,50.0,27.0,11,0,1.0,1.0,1,1,9,10,0,2,2.25,1.0,1.0,14,13,12,10,-1,0.32926829268292684,0.391304347826087,3.0,1.0,91,68,0.0,0.0,1.8518518518518519,1.9259259259259258,0,0,0.16835016835016836,0.1925925925925926,0,0,0,1
2005,27,3,57.0,8,83.0,13,82.0,42.0,6,0,2.111111111111111,1.5555555555555556,0,2,12,8,2,0,0.0,0.0,0.0,13,22,24,20,-3,0.7808219178082192,1.4482758620689655,4.0,3.0,92,68,15.0,-15.0,3.037037037037037,3.074074074074074,0,0,0.5061728395061729,1.0246913580246912,0,0,1,0
2005,27,4,54.0,34,90.0,5,180.0,75.0,1,0,2.0,2.7777777777777777,0,0,7,11,1,0,2.857142857142857,0.3333333333333333,2.3333333333333335,7,9,19,27,3,0.782608695652174,0.9146341463414634,6.0,6.0,92,68,-21.0,21.0,6.666666666666667,3.3333333333333335,0,0,6.666666666666667,0.8333333333333334,1,0,1,0
2005,27,9,39.0,39,68.0,28,30.0,24.0,14,0,1.4444444444444444,0.8888888888888888,1,3,13,13,2,2,4.0,3.0,2.25,14,15,22,12,-5,0.47560975609756095,0.3287671232876712,2.0,1.0,93,68,15.0,-15.0,1.1111111111111112,2.5185185185185186,0,0,0.07936507936507937,0.27983539094650206,0,1,1,0
2005,27,13,24.0,0,51.0,19,94.0,45.0,5,0,0.8888888888888888,1.6666666666666667,1,2,13,9,2,0,3.4285714285714284,2.0,2.0,20,16,15,22,8,0.4067796610169492,0.5294117647058824,1.0,4.0,94,68,-21.0,21.0,3.4814814814814814,1.8888888888888888,0,0,0.6962962962962963,0.14529914529914528,0,0,0,1
2005,28,9,21.0,7,46.0,23,62.0,15.0,10,0,0.75,0.5357142857142857,1,1,13,14,2,3,2.0,0.0,0.0,17,34,9,16,-1,1.9090909090909092,0.16666666666666666,2.0,0.0,95,68,6.0,-6.0,2.2142857142857144,1.6428571428571428,0,0,0.22142857142857145,0.18253968253968253,0,0,1,0
2005,28,8,27.0,12,57.0,32,76.0,33.0,6,0,0.9642857142857143,1.1785714285714286,2,2,12,13,2,2,2.625,1.0,2.3333333333333335,20,32,21,12,2,0.29347826086956524,0.3626373626373626,1.0,3.0,96,68,-6.0,6.0,2.7142857142857144,2.0357142857142856,0,0,0.4523809523809524,0.2544642857142857,1,0,1,0
2005,28,4,57.0,34,93.0,30,121.0,60.0,3,0,2.0357142857142856,2.142857142857143,0,0,7,11,1,0,3.625,1.6666666666666667,1.6666666666666667,9,10,22,22,1,0.8142857142857143,0.7317073170731707,6.0,5.0,96,68,-3.0,3.0,4.321428571428571,3.3214285714285716,0,0,1.4404761904761905,0.8303571428571429,0,0,1,0
2005,28,2,60.0,26,85.0,37,76.0,57.0,5,0,2.142857142857143,2.0357142857142856,0,2,10,8,2,0,1.5555555555555556,0.6666666666666666,1.0,16,11,23,19,-3,0.7407407407407407,0.7916666666666666,5.0,5.0,96,68,3.0,-3.0,2.7142857142857144,3.0357142857142856,0,0,0.5428571428571429,1.5178571428571428,1,0,0,1
2005,28,7,30.0,3,41.0,5,182.0,75.0,1,0,1.0714285714285714,2.6785714285714284,2,0,9,8,0,0,3.0,0.75,1.5,12,12,11,29,6,0.35294117647058826,0.9036144578313253,3.0,6.0,96,68,-45.0,45.0,6.5,1.4642857142857142,0,0,6.5,0.20918367346938774,1,0,0,0
2006,1,3,0.0,37,0.0,6,0.0,0.0,18,0,0.0,0.0,0,4,7,10,1,2,2.125,1.75,0.25,0,0,0,0,-15,0.0,0.0,-14.0,-6.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,0
2006,1,9,0.0,26,0.0,13,0.0,0.0,14,1,0.0,0.0,1,3,13,10,2,2,3.5,1.0,2.5,0,0,0,0,-5,0.0,0.0,-17.0,-13.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0
2006,1,20,0.0,19,0.0,41,0.0,0.0,1,0,0.0,0.0,4,0,10,14,2,3,2.857142857142857,2.25,1.0,0,0,0,0,19,0.0,0.0,-13.0,-9.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,0
2006,1,15,0.0,12,0.0,14,0.0,0.0,13,1,0.0,0.0,3,1,9,0,0,2,0.0,0.0,0.0,0,0,0,0,2,0.0,0.0,-8.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
2006,1,8,0.0,28,0.0,4,0.0,0.0,11,1,0.0,0.0,2,1,13,9,2,0,2.1666666666666665,0.6666666666666666,1.3333333333333333,0,0,0,0,-3,0.0,0.0,-7.0,-8.0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0
2006,1,17,0.0,8,0.0,5,0.0,0.0,2,1,0.0,0.0,3,0,9,10,0,2,1.8333333333333333,1.25,0.5,0,0,0,0,15,0.0,0.0,-16.0,-23.0,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,0
2006,1,7,0.0,34,0.0,22,0.0,0.0,4,0,0.0,0.0,2,0,7,14,1,3,3.0,3.0,0.0,0,0,0,0,3,0.0,0.0,-16.0,-9.0,1,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,0
2006,1,2,0.0,5,0.0,26,0.0,0.0,9,0,0.0,0.0,0,1,7,8,1,0,2.5,2.0,0.25,0,0,0,0,-7,0.0,0.0,-21.0,-18.0,2,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,0
2006,1,11,0.0,4,0.0,37,0.0,0.0,3,1,0.0,0.0,1,0,10,10,2,2,2.0,0.5,1.5,0,0,0,0,8,0.0,0.0,-11.0,-17.0,2,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0
2006,1,1,0.0,41,0.0,12,0.0,0.0,15,0,0.0,0.0,0,3,13,14,2,3,3.0,0.5,1.5,0,0,0,0,-14,0.0,0.0,-9.0,-6.0,3,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0
2006,2,3,3.0,14,2.0,8,4.0,0.0,19,1,1.5,0.0,0,4,0,7,2,1,0.0,0.0,0.0,0,0,0,0,-16,3.0,0.0,3.0,-15.0,3,4,3.0,-3.0,2.0,1.0,0,0,0.10526315789473684,0.3333333333333333,0,0,0,0
2006,2,12,0.0,32,0.0,34,4.0,3.0,6,1,0.0,1.5,1,2,8,11,0,0,2.0,1.0,0.6666666666666666,0,0,0,0,6,0.0,0.041666666666666664,-8.0,-14.0,3,4,-3.0,3.0,2.0,0.0,0,0,0.3333333333333333,0.0,0,1,0,0
2006,2,15,0.0,6,2.0,3,0.0,0.0,13,0,0.0,0.0,3,1,9,9,0,0,2.5,1.5,0.5,0,0,0,0,2,0.0,0.0,-8.0,-6.0,4,4,0.0,0.0,0.0,1.0,0,0,0.0,0.06666666666666667,0,1,0,0
2006,2,2,3.0,13,4.0,28,0.0,0.0,14,0,1.5,0.0,0,3,11,12,0,2,3.0,1.5,1.0,0,0,0,0,-12,0.10714285714285714,0.0,-9.0,-7.0,5,4,3.0,-3.0,0.0,2.0,0,0,0.0,1.0,0,1,0,0
2006,2,17,0.0,22,0.0,30,0.0,0.0,7,1,0.0,0.0,3,2,14,8,3,0,3.5,0.0,2.0,0,0,0,0,10,0.0,0.0,-9.0,-18.0,5,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0
2006,2,8,0.0,39,0.0,33,0.0,0.0,10,1,0.0,0.0,2,1,11,14,0,3,3.0,1.0,0.0,0,0,0,0,-2,0.0,0.0,-12.0,-8.0,5,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,0
2006,2,5,3.0,19,6.0,39,0.0,0.0,8,0,1.5,0.0,2,2,13,12,2,2,3.125,1.5,1.5,2,0,3,0,-3,0.03296703296703297,0.0,-13.0,-9.0,6,5,3.0,-3.0,0.0,3.0,0,0,0.0,0.6,0,0,0,1
2006,2,1,3.0,41,16.0,24,0.0,0.0,16,0,1.5,0.0,0,3,11,12,0,2,2.4444444444444446,1.25,1.25,0,0,3,0,-15,0.046153846153846156,0.0,-8.0,-7.0,7,5,3.0,-3.0,0.0,8.0,0,0,0.0,8.0,0,0,0,0
2006,2,10,0.0,33,0.0,22,0.0,0.0,17,1,0.0,0.0,1,3,8,14,0,3,0.0,0.0,0.0,0,4,0,0,-7,0.0,0.0,-5.0,-9.0,7,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,1,0
2006,2,20,0.0,26,0.0,14,2.0,3.0,3,0,0.0,1.5,4,0,12,1,2,2,0.0,0.0,0.0,2,0,0,1,17,0.0,1.5,-19.0,1.5,8,6,-3.0,3.0,1.0,0.0,0,0,0.3333333333333333,0.0,0,0,0,1
2006,3,20,0.0,3,0.0,4,2.0,3.0,8,1,0.0,1.0,4,2,11,11,0,0,2.6,1.6666666666666667,1.3333333333333333,0,0,0,1,12,0.0,0.05454545454545454,-8.0,-9.0,8,6,-3.0,3.0,0.6666666666666666,0.0,0,0,0.08333333333333333,0.0,0,1,0,0
2006,3,6,6.0,37,8.0,13,5.0,6.0,3,0,2.0,2.0,2,0,7,13,1,2,2.6666666666666665,3.0,1.0,1,0,2,2,3,0.06521739130434782,0.1935483870967742,-14.0,-12.0,9,6,0.0,0.0,1.6666666666666667,2.6666666666666665,0,0,0.5555555555555556,0.4444444444444444,0,1,0,1
2006,3,5,3.0,30,8.0,32,1.0,0.0,19,0,1.0,0.0,2,4,7,12,1,2,3.6666666666666665,2.5,1.5,0,0,0,0,-14,0.031578947368421054,0.0,-14.0,-8.0,10,6,3.0,-3.0,0.3333333333333333,2.6666666666666665,0,0,0.017543859649122806,0.5333333333333333,0,1,0,0
2006,3,17,0.0,12,0.0,8,8.0,3.0,9,0,0.0,1.0,3,1,12,7,2,1,2.5555555555555554,1.0,1.25,1,1,0,2,8,0.0,0.04285714285714286,-9.0,-15.0,10,6,-3.0,3.0,2.6666666666666665,0.0,0,0,0.2962962962962963,0.0,1,0,0,0
2006,3,1,6.0,34,7.0,6,5.0,3.0,11,0,2.0,1.0,0,1,7,14,1,3,1.8,1.5,0.5,0,2,4,1,-10,0.08333333333333333,0.04838709677419355,-16.0,-8.0,10,6,3.0,-3.0,1.6666666666666667,2.3333333333333335,0,0,0.15151515151515152,2.3333333333333335,0,1,1,0
2006,3,18,0.0,28,0.0,5,18.0,6.0,7,1,0.0,2.0,4,2,12,13,2,2,3.625,2.3333333333333335,0.6666666666666666,1,2,0,3,11,0.0,0.07058823529411765,-8.0,-23.0,10,7,-6.0,6.0,6.0,0.0,0,0,0.8571428571428571,0.0,0,1,1,0
2006,3,11,3.0,6,5.0,30,8.0,3.0,5,1,1.0,1.0,1,2,11,9,0,0,3.6,1.5,1.5,0,1,3,4,6,0.04477611940298507,0.03571428571428571,-8.0,-18.0,10,8,0.0,0.0,2.6666666666666665,1.6666666666666667,0,0,0.5333333333333333,0.15151515151515152,0,0,1,0
2006,3,9,3.0,8,8.0,26,4.0,3.0,14,1,1.0,1.0,1,3,12,10,2,2,2.25,1.3333333333333333,0.0,3,3,2,0,-5,0.04,0.03571428571428571,-18.0,-18.0,10,9,0.0,0.0,1.3333333333333333,2.6666666666666665,0,0,0.09523809523809523,0.2962962962962963,0,1,0,0
2006,3,8,3.0,4,2.0,34,7.0,6.0,1,0,1.0,2.0,2,0,14,7,3,1,2.2,1.6666666666666667,0.6666666666666666,1,1,0,3,7,0.05357142857142857,0.0821917808219178,-12.0,-13.0,10,9,-3.0,3.0,2.3333333333333335,0.6666666666666666,0,0,2.3333333333333335,0.08333333333333333,0,1,0,0
2006,3,13,3.0,22,6.0,19,10.0,6.0,2,0,1.0,2.0,1,0,14,12,3,2,1.0,0.0,1.0,4,0,1,0,11,0.2,0.06976744186046512,-8.0,-11.0,11,9,-3.0,3.0,3.3333333333333335,2.0,0,0,1.6666666666666667,0.15384615384615385,1,0,0,1
2006,4,10,0.0,24,0.0,12,4.0,3.0,13,0,0.0,0.75,1,1,11,14,0,3,3.090909090909091,2.8,1.4,0,3,0,0,-3,0.0,0.03571428571428571,-7.0,-7.0,12,9,-3.0,3.0,1.0,0.0,0,0,0.07692307692307693,0.0,0,1,1,0
2006,4,15,0.0,39,0.0,41,18.0,6.0,8,0,0.0,1.5,3,2,8,14,0,3,2.8333333333333335,2.0,0.5,1,3,0,2,7,0.0,0.08450704225352113,-12.0,-7.0,12,9,-6.0,6.0,4.5,0.0,0,0,0.5625,0.0,0,1,1,0
